id,name,surname,login,age,city
6563,Janelle,Martin,Janelle_Martin###TNJ,40,Lillooet
6564,Shawn,Weinstein,Shawn_Weinstein###FST,51,New Westminster
6565,Samantha,Carrozza,Samantha_Carrozza###PDH,30,Vancouver
6566,Vaughn,Simon,Vaughn_Simon###VBS,57,Cranbrook
6567,Adam,Dryer,Adam_Dryer###OAW,50,Victoria
6568,Clifford,Schreffler,Clifford_Schreffler###YTG,45,Campbell River
6569,George,Snider,George_Snider###KIG,49,Sidney
6570,Sylvia,Faulkner,Sylvia_Faulkner###FBY,27,Campbell River
6571,Paul,Client,Paul_Client###WKX,29,Vancouver
6572,Rosa,Simmons,Rosa_Simmons###VOW,35,Okanagan Falls
6573,Mathew,Dobbs,Mathew_Dobbs###HNE,50,Vancouver
6574,Jerry,Gonzalez,Jerry_Gonzalez###GVE,44,Nanaimo
6575,Wanda,Oyer,Wanda_Oyer###VAW,35,New Westminster
6576,Theresa,Johnson,Theresa_Johnson###FNT,27,Victoria
6577,Mark,Santos,Mark_Santos###IYS,44,Black Pool
6578,Beverly,Brown,Beverly_Brown###IBQ,44,Vancouver
6579,Robert,Campbell,Robert_Campbell###PXP,49,Sandspit
6580,Belkis,Gamble,Belkis_Gamble###VET,53,Haney
6581,Emma,Meehan,Emma_Meehan###PXO,43,Surrey
6582,Ashley,Erikson,Ashley_Erikson###NCO,58,Cranbrook
6583,Charles,Jacques,Charles_Jacques###HIV,40,Chilliwack
6584,Debbie,Herrera,Debbie_Herrera###QUE,43,Vancouver
6585,Julius,Read,Julius_Read###YBH,36,Whistler
6586,Diana,Innocent,Diana_Innocent###JVE,57,Haney
6587,Eileen,Vargas,Eileen_Vargas###TLD,40,Fort St John
6588,Melvin,Sanford,Melvin_Sanford###YNK,17,Sidney
6589,Eric,Addis,Eric_Addis###UQR,38,North Vancouver
6590,Lashawnda,Lesko,Lashawnda_Lesko###ICX,33,Nanaimo
6591,Joan,Say,Joan_Say###TGO,46,Vancouver
6592,Lorene,Versace,Lorene_Versace###VSN,56,New Westminster
6593,Frank,Boyd,Frank_Boyd###YLD,45,Victoria
6594,Michael,Savarese,Michael_Savarese###SDE,51,Vancouver
6595,Charles,Palmer,Charles_Palmer###OES,57,Vancouver
6596,Kate,Holmes,Kate_Holmes###ETC,41,Nanaimo
6597,Edgar,Waters,Edgar_Waters###MAL,41,Burnaby
6598,Marie,Labrecque,Marie_Labrecque###IVJ,48,Vancouver
6599,Christopher,Schmidt,Christopher_Schmidt###VTK,60,New Westminster
6600,Jerry,Hines,Jerry_Hines###TNG,43,Vancouver
6601,Elton,Anderson,Elton_Anderson###NEW,42,Vancouver
6602,Annie,Silvey,Annie_Silvey###RVD,28,Richmond
6603,Elizabeth,Hicks,Elizabeth_Hicks###FDI,40,Cranbrook
6604,Chad,Weber,Chad_Weber###LGD,59,Victoria
6605,Lisa,Westerlund,Lisa_Westerlund###QYV,35,Vancouver
6606,Rhonda,Sullivan,Rhonda_Sullivan###WVT,52,Vancouver
6607,Russell,Helms,Russell_Helms###UTX,40,Coquitlam
6608,Jamie,Ruiz,Jamie_Ruiz###KTS,38,Burnaby
6609,Cara,Stewart,Cara_Stewart###WYX,56,Vancouver
6610,Debra,Gholson,Debra_Gholson###WAA,51,Fort St John
6611,Dorothy,Lynam,Dorothy_Lynam###DNC,7,Surrey
6612,Deborah,Martello,Deborah_Martello###NNK,52,New Westminster
6613,Amy,Miller,Amy_Miller###NGW,25,Victoria
6614,Clara,Otto,Clara_Otto###RVF,55,Aldergrove
6615,David,Long,David_Long###WJS,43,Vancouver
6616,Donald,Painter,Donald_Painter###DDH,32,Vancouver
6617,Corey,Roberts,Corey_Roberts###YVD,34,Abbotsford
6618,Eden,Landry,Eden_Landry###IYV,45,Celista
6619,Lida,Sealy,Lida_Sealy###PAV,28,Vancouver
6620,Randy,Yon,Randy_Yon###CHQ,46,Granisle
6621,John,Lawrence,John_Lawrence###FHN,48,New Westminister
6622,Lisa,Rawlins,Lisa_Rawlins###AFT,37,Aldergrove
6623,Robert,Robinson,Robert_Robinson###IVO,39,Vancouver
6624,Mary,Henry,Mary_Henry###SLD,59,New Westminster
6625,Eddie,Takacs,Eddie_Takacs###DHV,39,Victoria
6626,Diane,Conner,Diane_Conner###LNE,53,Vancouver
6627,John,English,John_English###ERW,34,Burnaby
6628,William,Hanson,William_Hanson###NRT,49,Duncan
6629,Frank,Hensley,Frank_Hensley###MMT,45,Vancouver
6630,Richard,Landry,Richard_Landry###UXY,35,Aldergrove
6631,Patsy,Moore,Patsy_Moore###FJN,23,Penticton
6632,Nancy,Johnson,Nancy_Johnson###GOC,19,Burnaby
6633,Donna,Noonan,Donna_Noonan###NJC,56,Vancouver
6634,Robert,Lowe,Robert_Lowe###KDF,42,Langley
6635,Mary,Grossman,Mary_Grossman###LCQ,28,Abbotsford
6636,Harry,Sanders,Harry_Sanders###BED,39,Victoria
6637,George,Chapman,George_Chapman###XBQ,38,Vancouver
6638,Crystal,Dickey,Crystal_Dickey###QQE,46,Prince George
6639,Bryan,Johnson,Bryan_Johnson###JBF,36,Victoria
6640,Sarah,Drum,Sarah_Drum###RHA,18,Fort Nelson
6641,Maria,Eisen,Maria_Eisen###BLC,39,Burns Lake
6642,Linda,Frazier,Linda_Frazier###SCX,23,Victoria
6643,Armando,Charles,Armando_Charles###DUG,36,Ladysmith
6644,William,Lee,William_Lee###ECV,48,Vancouver
6645,Stephanie,Gambrel,Stephanie_Gambrel###SMY,23,Decker Lake
6646,Deborah,Frates,Deborah_Frates###AND,37,Penticton
6647,Lorna,Trevino,Lorna_Trevino###KKK,40,Whistler
6648,Peter,Elmore,Peter_Elmore###BQK,38,New Westminster
6649,Jacob,Perez,Jacob_Perez###PJF,59,Kimberley
6650,Stefanie,Harder,Stefanie_Harder###LEL,53,Vernon
6651,Brenda,Hampton,Brenda_Hampton###HNQ,26,Victoria
6652,Jason,Walden,Jason_Walden###OQE,41,North Vancouver
6653,Nancy,Cohan,Nancy_Cohan###OJD,41,Fruitvale
6654,Betty,Matta,Betty_Matta###HEW,49,Fort Nelson
6655,Emily,Modlin,Emily_Modlin###BVE,38,Burns Lake
6656,Lisa,Jacobs,Lisa_Jacobs###RNR,37,Prince George
6657,Jean,Chappell,Jean_Chappell###CSL,49,Surrey
6658,Jeff,Clark,Jeff_Clark###UXW,35,Terrace
6659,Samuel,Renzi,Samuel_Renzi###MNN,28,Port Coquitlam
6660,Denise,Shingleton,Denise_Shingleton###LLD,44,Crawford Bay
6661,Charles,Fromm,Charles_Fromm###LYL,34,Port Coquitlam
6662,Kathleen,White,Kathleen_White###AYR,23,Yale
6663,Bruce,Williams,Bruce_Williams###QAF,46,Victoria
6664,Stephanie,Burke,Stephanie_Burke###EVU,38,Forest Grove
6665,Robert,Nelson,Robert_Nelson###TKL,34,Courtenay
6666,Terry,Lambert,Terry_Lambert###WIT,32,Richmond
6667,Brooke,Morgan,Brooke_Morgan###OMG,58,Squamish
6668,Stacey,Davis,Stacey_Davis###YUT,22,Port Coquitlam
6669,David,Miller,David_Miller###MEY,46,Vanderhoof
6670,Thomas,Hunt,Thomas_Hunt###MSJ,62,Surrey
6671,Ronald,Quick,Ronald_Quick###WTP,43,Burnaby
6672,Pablo,Saunders,Pablo_Saunders###NEM,34,Vancouver
6673,Brian,Moore,Brian_Moore###AJM,45,Quadra Island
6674,Richard,McCormack,Richard_McCormack###KXD,63,Kelowna
6675,Abraham,Odom,Abraham_Odom###LGQ,40,Burnaby
6676,Betty,Hankinson,Betty_Hankinson###WGN,45,Haney
6677,Betty,Styles,Betty_Styles###JPJ,40,Vancouver
6678,Megan,Simpson,Megan_Simpson###FXB,38,Vancouver
6679,Stephanie,Snowden,Stephanie_Snowden###IUR,27,New Westminster
6680,Walter,Robinson,Walter_Robinson###CUA,29,New Westminster
6681,Lawrence,Zinn,Lawrence_Zinn###VEI,50,Vancouver
6682,Brian,Wolfe,Brian_Wolfe###GTN,34,Vancouver
6683,Steven,Marcum,Steven_Marcum###SUD,40,Aldergrove
6684,Alexandra,Wright,Alexandra_Wright###RSQ,63,Vancouver
6685,Dorothy,Porter,Dorothy_Porter###YQQ,42,New Westminster
6686,Ann,Young,Ann_Young###YVM,20,Dragon Lake
6687,James,Wilson,James_Wilson###XSN,45,Tofino
6688,Terri,Joseph,Terri_Joseph###RHL,36,Bouchie Lake
6689,James,McGinnis,James_McGinnis###DIQ,37,Vancouver
6690,Christopher,Chambers,Christopher_Chambers###RKA,36,Vancouver
6691,Wayne,Pineda,Wayne_Pineda###TCD,47,Kamloops
6692,Kathleen,Dalke,Kathleen_Dalke###DEF,60,Vancouver
6693,Cindy,Rucker,Cindy_Rucker###CKR,44,Tofino
6694,Bertha,Light,Bertha_Light###UYJ,48,Westbank
6695,Michael,Winter,Michael_Winter###XNW,31,Westwold
6696,Irma,Creamer,Irma_Creamer###KGO,35,Victoria
6697,Joel,Shortridge,Joel_Shortridge###YUV,50,Nanaimo
6698,Danny,Ramos,Danny_Ramos###WSL,35,Penticton
6699,Robert,Coffman,Robert_Coffman###TQW,67,Kamloops
6700,Susanne,Colston,Susanne_Colston###ITM,37,Courtenay
6701,Felipe,Richards,Felipe_Richards###AOE,48,Vancouver
6702,Fannie,White,Fannie_White###RGD,26,Fort Nelson
6703,Cherie,Cumberbatch,Cherie_Cumberbatch###XCO,51,Vancouver
6704,Jessica,Carrillo,Jessica_Carrillo###DGP,42,New Westminster
6705,Kevin,Horn,Kevin_Horn###KOU,40,Burnaby
6706,Joshua,Lopez,Joshua_Lopez###CWM,30,Penticton
6707,James,Winters,James_Winters###FNY,40,Burnaby
6708,Timothy,Herron,Timothy_Herron###NES,36,Port Hardy
6709,Sabrina,Lemaster,Sabrina_Lemaster###RDD,24,Lumby
6710,Leah,Markle,Leah_Markle###TGN,43,Fort Nelson
6711,Gregory,To,Gregory_To###QST,64,Vancouver
6712,Maria,Long,Maria_Long###AGM,55,Kelowna
6713,Frances,Trueblood,Frances_Trueblood###GSJ,55,Nelson
6714,Rose,Stein,Rose_Stein###PYR,40,Surrey
6715,Joy,Barnes,Joy_Barnes###HQS,43,Kamloops
6716,Armando,Moseley,Armando_Moseley###FQG,47,Smithers
6717,Kimberly,Cantu,Kimberly_Cantu###AYU,36,Langley
6718,Alvin,Colwell,Alvin_Colwell###VLI,44,North Vancouver
6719,Cecil,Henderson,Cecil_Henderson###BVL,28,Vancouver
6720,Thomas,Diaz,Thomas_Diaz###DQO,54,New Westminster
6721,Jorge,Miller,Jorge_Miller###RDQ,30,Burnaby
6722,Francis,Dilworth,Francis_Dilworth###AEL,52,Vancouver
6723,Mary,Taube,Mary_Taube###WSK,55,Ganges
6724,Lester,Dunigan,Lester_Dunigan###TDA,51,Prince George
6725,Alice,Spradlin,Alice_Spradlin###OOA,42,Vancouver
6726,Lupe,Burdett,Lupe_Burdett###KQY,26,Victoria
6727,Alice,Madrid,Alice_Madrid###TVS,41,Vancouver
6728,Roseanne,Denton,Roseanne_Denton###EQW,35,Fort St John
6729,Debra,Truesdale,Debra_Truesdale###CTD,41,Victoria
6730,Elsie,Saunders,Elsie_Saunders###HYE,45,Vancouver
6731,John,Stephens,John_Stephens###LOA,42,Victoria
6732,David,Johnson,David_Johnson###VHG,39,Westwold
6733,April,Hart,April_Hart###ULA,34,New Westminster
6734,Julius,Ford,Julius_Ford###RGL,49,Qualicum Beach
6735,Monroe,Abbott,Monroe_Abbott###YNB,62,Sparwood
6736,Gloria,Nelson,Gloria_Nelson###PIK,42,Richmond
6737,Linda,Bennett,Linda_Bennett###SXP,36,Port Alberni
6738,Loraine,Robbins,Loraine_Robbins###POC,46,Vancouver
6739,Fred,Pierce,Fred_Pierce###YVL,38,Victoria
6740,Phillip,Foster,Phillip_Foster###ANS,45,New Westminister
6741,Chong,Sword,Chong_Sword###YUC,41,White Rock
6742,Marsha,White,Marsha_White###HHG,43,New Westminster
6743,Ruth,Smith,Ruth_Smith###PCT,44,Victoria
6744,Jeffrey,Villareal,Jeffrey_Villareal###EGX,47,Surrey
6745,Allen,James,Allen_James###GVY,29,Langley
6746,Kevin,Shaw,Kevin_Shaw###UOF,47,Victoria
6747,Janet,Kirkpatrick,Janet_Kirkpatrick###AON,26,Prince George
6748,Michael,Locklear,Michael_Locklear###YRU,46,Vancouver
6749,Jacqueline,Novak,Jacqueline_Novak###VJP,30,Surrey
6750,Susana,Thompson,Susana_Thompson###PRG,55,Vancouver
6751,Kimberly,Power,Kimberly_Power###FMN,32,Victoria
6752,Bessie,Harris,Bessie_Harris###SKR,42,New Westminster
6753,Leslie,Astle,Leslie_Astle###OJU,39,Surrey
6754,Debbie,Hamilton,Debbie_Hamilton###WHA,34,Penticton
6755,Tammi,French,Tammi_French###XGV,38,Abbotsford
6756,Donna,Truby,Donna_Truby###EVM,35,Richmond
6757,Natalie,Obrien,Natalie_Obrien###LXG,44,Langley
6758,Stephanie,Borrero,Stephanie_Borrero###XJS,68,Burnaby
6759,James,Howard,James_Howard###AHW,47,Prince George
6760,Pam,Barker,Pam_Barker###VAG,47,Victoria
6761,Jerome,West,Jerome_West###XTT,32,North Pender Island
6762,Brenda,Howell,Brenda_Howell###NFJ,37,Vancouver
6763,Victor,Ziegler,Victor_Ziegler###FPN,42,Haney
6764,Louise,Stallings,Louise_Stallings###WWE,46,New Westminster
6765,Annie,Henderson,Annie_Henderson###VDM,52,Castlegar
6766,Phyllis,Lawrence,Phyllis_Lawrence###JCG,32,New Westminster
6767,Russell,Baker,Russell_Baker###JTJ,37,Abbotsford
6768,Jeffrey,Mauro,Jeffrey_Mauro###IIT,32,Vancouver
6769,Fay,Heath,Fay_Heath###PAU,63,Port Hardy
6770,Rickey,Christiansen,Rickey_Christiansen###NUK,37,Vancouver
6771,Sara,McCoy,Sara_McCoy###MUH,34,Port Hardy
6772,Willie,Thomas,Willie_Thomas###CGX,48,Victoria
6773,Nicole,Berman,Nicole_Berman###DLW,34,Kamloops
6774,Carol,Lemieux,Carol_Lemieux###JON,40,Topley
6775,Nellie,Medina,Nellie_Medina###EIS,32,Hope
6776,Mary,Gamble,Mary_Gamble###URL,19,Vancouver
6777,Lawrence,Nguyen,Lawrence_Nguyen###LWB,32,New Westminster
6778,Joseph,Williams,Joseph_Williams###WHF,39,Vancouver
6779,Kenny,Murphy,Kenny_Murphy###RAM,47,Cranbrook
6780,Neal,Price,Neal_Price###HIF,45,Vancouver
6781,Tammy,Dunn,Tammy_Dunn###GKE,43,New Westminister
6782,Hershel,Chu,Hershel_Chu###QUO,36,Vancouver
6783,Ethan,Silvia,Ethan_Silvia###XLA,38,Vancouver
6784,Jerry,Stewart,Jerry_Stewart###TVK,43,Valemount
6785,Lewis,Maples,Lewis_Maples###SCV,37,Chilliwack
6786,John,Laverty,John_Laverty###XYD,50,Vancouver
6787,David,Reynolds,David_Reynolds###GEO,48,New Westminster
6788,Joann,Davis,Joann_Davis###FTA,33,Williams Lake
6789,Kim,Young,Kim_Young###QBR,59,Burnaby
6790,Patricia,Martin,Patricia_Martin###DTJ,24,Vancouver
6791,Michael,Castaneda,Michael_Castaneda###BJI,40,Nanaimo
6792,Sandra,Farrar,Sandra_Farrar###KTN,38,Nanaimo
6793,Mary,Lee,Mary_Lee###WYA,72,Surrey
6794,Scott,Franks,Scott_Franks###VOU,50,Williams Lake
6795,Corinna,West,Corinna_West###EFY,51,Vancouver
6796,Judy,Walker,Judy_Walker###MQI,30,Fort Langley
6797,Opal,Wolfe,Opal_Wolfe###TVC,44,Wildwood
6798,Judith,Coats,Judith_Coats###QAI,50,Chilliwack
6799,David,Evans,David_Evans###TSF,37,Vernon
6800,Trina,White,Trina_White###CFE,26,North Vancouver
6801,Raymond,Johnson,Raymond_Johnson###RDB,36,Surrey
6802,Jeannine,Troutman,Jeannine_Troutman###MUO,37,Vancouver
6803,Armando,Hoffer,Armando_Hoffer###FQR,33,Radium Hot Springs
6804,Michael,Swain,Michael_Swain###PVS,44,Hansard
6805,Francis,Henderson,Francis_Henderson###DUW,44,New Westminster
6806,Jason,Kinney,Jason_Kinney###CYP,42,Vancouver
6807,Eli,Gott,Eli_Gott###HVC,46,Vancouver
6808,Jeanette,Parrish,Jeanette_Parrish###LGG,46,Vancouver
6809,John,Presley,John_Presley###XNJ,32,Vancouver
6810,Robert,Hardin,Robert_Hardin###BMJ,40,Quesnel
6811,Freda,Allen,Freda_Allen###YPT,33,Merritt
6812,Cheryl,Gengler,Cheryl_Gengler###JNX,25,Chetwynd
6813,David,Vasquez,David_Vasquez###IKY,45,Tofino
6814,David,High,David_High###SBR,31,Merritt
6815,John,Goldberg,John_Goldberg###OOS,57,Vancouver
6816,Norman,Tucker,Norman_Tucker###MPK,36,Vancouver
6817,Emmett,Basil,Emmett_Basil###GGH,46,Victoria
6818,Tony,Short,Tony_Short###CYL,39,Fort St John
6819,Kevin,Scheffel,Kevin_Scheffel###BVS,31,Manning Park
6820,Kurt,Vereen,Kurt_Vereen###CLB,43,Vancouver
6821,Brittany,Stubbs,Brittany_Stubbs###QIF,30,Richmond
6822,Naomi,Scott,Naomi_Scott###UDC,46,Williams Lake
6823,James,Miller,James_Miller###BJV,43,New Westminster
6824,Benjamin,Geary,Benjamin_Geary###THH,31,Richmond
6825,Benjamin,Griffin,Benjamin_Griffin###BRD,54,Richmond
6826,Barbara,Yates,Barbara_Yates###KDH,45,Victoria
6827,Pete,Leach,Pete_Leach###MNI,44,Kelowna
6828,Ellen,Camp,Ellen_Camp###RHE,30,Trail
6829,Sherry,Shockley,Sherry_Shockley###CXF,40,Barriere
6830,Michael,Fraise,Michael_Fraise###XSK,43,Victoria
6831,Elizabeth,Bridwell,Elizabeth_Bridwell###HRW,28,Burns Lake
6832,Betty,Johnson,Betty_Johnson###PLR,51,Trail
6833,Lena,Jun,Lena_Jun###GNJ,38,Port Coquitlam
6834,Warren,Coston,Warren_Coston###SIW,30,Vernon
6835,Kendall,Parker,Kendall_Parker###JHV,40,Kamloops
6836,Brittney,Drews,Brittney_Drews###HND,47,New Westminster
6837,Rebecca,Dale,Rebecca_Dale###QET,40,Langley
6838,Dorothy,Fraser,Dorothy_Fraser###FVJ,32,Sardis
6839,Edmond,Freeman,Edmond_Freeman###YSS,54,Williams Lake
6840,Marcia,Edwards,Marcia_Edwards###DJO,28,Vancouver
6841,Carol,Richardson,Carol_Richardson###SUH,45,Port Mcneill
6842,Andrew,Rhodes,Andrew_Rhodes###BQJ,39,Vancouver
6843,Donald,Hines,Donald_Hines###SEN,51,Chilliwack
6844,Mike,Woodley,Mike_Woodley###NXS,42,Vancouver
6845,James,Thompson,James_Thompson###IBA,51,Vancouver
6846,Juli,Kimbrough,Juli_Kimbrough###TIM,25,New Westminster
6847,Rubye,Guido,Rubye_Guido###TVQ,57,Trail
6848,Mark,Mumford,Mark_Mumford###CVY,52,Kelowna
6849,Bill,Lopez,Bill_Lopez###HKI,35,Prince George
6850,James,Younger,James_Younger###BCL,50,Kamloops
6851,Laura,Crocker,Laura_Crocker###BBP,35,Whistler
6852,Matthew,Peters,Matthew_Peters###AFW,55,Wynndel
6853,Louise,Backer,Louise_Backer###STR,35,Burnaby
6854,Judith,Brigance,Judith_Brigance###FNF,47,Aldergrove
6855,Paula,Tuggle,Paula_Tuggle###SID,13,Kelowna
6856,Brenda,Hayes,Brenda_Hayes###OLG,34,Smithers
6857,Russell,Phillips,Russell_Phillips###MYT,48,Darcy
6858,Guy,Harvey,Guy_Harvey###AXD,50,Victoria
6859,Daniel,Schuler,Daniel_Schuler###MOV,17,New Westminster
6860,Margie,Moorer,Margie_Moorer###TNY,35,Kimberley
6861,Jordan,Tamayo,Jordan_Tamayo###IMJ,31,New Westminster
6862,Beverly,Richardson,Beverly_Richardson###BWR,45,Prince George
6863,Nina,Futrell,Nina_Futrell###WCT,43,Nimpo Lake
6864,Daniel,Young,Daniel_Young###TAE,42,Willow Point
6865,Paul,Moore,Paul_Moore###KHX,28,Fruitvale
6866,Frank,Jones,Frank_Jones###PPM,31,Port Alberni
6867,Charlotte,Mosley,Charlotte_Mosley###TJO,30,Victoria
6868,Joyce,Robertson,Joyce_Robertson###SYC,31,Vallican
6869,Mary,Hamilton,Mary_Hamilton###XVW,58,Burnaby
6870,Judy,Havens,Judy_Havens###OSA,44,Fort Nelson
6871,Clarence,James,Clarence_James###JWO,44,Abbotsford
6872,David,Felton,David_Felton###MGY,36,Valemount
6873,James,White,James_White###HAA,45,Vancouver
6874,Brenda,Miller,Brenda_Miller###IPN,54,Richmond
6875,Doris,Ketner,Doris_Ketner###DOI,49,Sidney
6876,Pedro,Blaise,Pedro_Blaise###GIL,55,Golden
6877,Curtis,Ford,Curtis_Ford###PHG,47,Surrey
6878,Don,Rose,Don_Rose###JTV,44,Enderby
6879,Glen,Poplin,Glen_Poplin###DMN,48,North Vancouver
6880,Mickey,Clarke,Mickey_Clarke###RPD,22,Victoria
6881,Nathan,Horton,Nathan_Horton###VVB,38,New Westminster
6882,Tyler,Padilla,Tyler_Padilla###KPR,46,Victoria
6883,George,Roth,George_Roth###DMF,34,Kelowna
6884,Annie,Malone,Annie_Malone###HCM,36,New Westminster
6885,Freddie,Meade,Freddie_Meade###LQX,39,Vancouver
6886,Shane,Campos,Shane_Campos###BKB,31,Vancouver
6887,Stephanie,Brown,Stephanie_Brown###NYI,48,Oyster River
6888,Efrain,Nash,Efrain_Nash###SKO,51,Trail
6889,Raul,Epley,Raul_Epley###BYV,33,Youbou
6890,Mary,McQuillen,Mary_McQuillen###RTO,37,Richmond
6891,Faye,Hoover,Faye_Hoover###RUV,43,Abbotsford
6892,James,Jordan,James_Jordan###TOF,39,Kaslo
6893,Nathan,George,Nathan_George###AFL,39,Salmo
6894,Sophia,Morgan,Sophia_Morgan###KDN,39,Victoria
6895,Reginald,Cole,Reginald_Cole###ESM,32,Cranbrook
6896,Ronald,Rivera,Ronald_Rivera###HUB,31,Vancouver
6897,Florence,McIntire,Florence_McIntire###DFV,41,Victoria
6898,Justin,Routh,Justin_Routh###KVH,30,Vancouver
6899,Nancy,Martindale,Nancy_Martindale###DYB,54,Surrey
6900,Salvador,Moore,Salvador_Moore###JTU,41,Vancouver
6901,Sharon,Thomas,Sharon_Thomas###LJM,31,Ashcroft
6902,Bill,Trego,Bill_Trego###MGS,46,Fort Langley
6903,Lynette,Buss,Lynette_Buss###PPL,35,New Westminster
6904,Joann,Jackson,Joann_Jackson###VLT,43,Vancouver
6905,Diane,Finch,Diane_Finch###DHH,27,Victoria
6906,Dominick,Koziol,Dominick_Koziol###SFF,37,Victoria
6907,Russell,Mahan,Russell_Mahan###WJI,36,Victoria
6908,Marquis,Guenther,Marquis_Guenther###EDX,26,Abbotsford
6909,Margaret,Reed,Margaret_Reed###WAD,36,Mission
6910,Dustin,Littleton,Dustin_Littleton###PMB,30,Vancouver
6911,Sharon,Funches,Sharon_Funches###AOI,20,Surrey
6912,Irene,Faircloth,Irene_Faircloth###TNM,41,Princeton
6913,Jerry,Guzman,Jerry_Guzman###LYX,41,Victoria
6914,John,Sword,John_Sword###HRL,54,Penticton
6915,Brad,Patterson,Brad_Patterson###PVJ,36,Sidney
6916,Juan,Farmer,Juan_Farmer###BQW,44,Nimpo Lake
6917,Patricia,Lapan,Patricia_Lapan###BLH,44,Nelson
6918,Anthony,Toner,Anthony_Toner###OCL,41,Vancouver
6919,Ashley,Blas,Ashley_Blas###WYQ,38,Campbell River
6920,Mark,McCray,Mark_McCray###STB,40,Lake Cowichan
6921,Joe,Everhart,Joe_Everhart###KJH,48,Vancouver
6922,Lori,Sanderson,Lori_Sanderson###BCS,41,Kelowna
6923,Terry,Wallace,Terry_Wallace###HPN,38,Kamloops
6924,Dorris,Hall,Dorris_Hall###XER,43,Aldergrove
6925,Shirley,Smiley,Shirley_Smiley###UXT,41,Vancouver
6926,John,Vasquez,John_Vasquez###EJD,34,Victoria
6927,Kevin,Mack,Kevin_Mack###WVQ,43,Mayne Island
6928,Jason,Storer,Jason_Storer###YVH,50,Victoria
6929,Gregory,Smith,Gregory_Smith###UJY,54,Kamloops
6930,Joshua,Woodruff,Joshua_Woodruff###EUA,62,Vancouver
6931,James,McAlpin,James_McAlpin###JXD,50,Trail
6932,Lindsey,Trout,Lindsey_Trout###PVM,36,Surrey
6933,Leslie,Davenport,Leslie_Davenport###MQW,35,Abbotsford
6934,Elden,Martello,Elden_Martello###QQW,37,Kelowna
6935,Matthew,Grady,Matthew_Grady###JOV,27,Victoria
6936,Allegra,Neufeld,Allegra_Neufeld###HUV,30,Abbotsford
6937,Kimberly,Luther,Kimberly_Luther###IFU,51,Vancouver
6938,Jacque,Leonard,Jacque_Leonard###QRB,29,Nanaimo
6939,Jorge,Conklin,Jorge_Conklin###TLG,52,New Westminster
6940,Gene,Harney,Gene_Harney###RYF,49,Sechelt
6941,Alice,Lotz,Alice_Lotz###XHJ,35,Princeton
6942,Kelvin,Galeana,Kelvin_Galeana###JXG,54,North Vancouver
6943,Matthew,Jimenez,Matthew_Jimenez###NSP,13,Quesnel
6944,Patricia,Sellars,Patricia_Sellars###AXM,53,Victoria
6945,Felix,Smith,Felix_Smith###YIS,49,Victoria
6946,Alice,Fields,Alice_Fields###EXU,42,Oyster River
6947,Jonathan,Ratner,Jonathan_Ratner###QSQ,49,Abbotsford
6948,Winifred,Means,Winifred_Means###FUH,43,Victoria
6949,Jose,More,Jose_More###GRR,45,Victoria
6950,Paul,Rickard,Paul_Rickard###DVE,50,Surrey
6951,Michael,Murphy,Michael_Murphy###LGM,31,Vancouver
6952,Carmen,Francis,Carmen_Francis###MKJ,34,Sparwood
6953,David,Sinnott,David_Sinnott###JWI,41,New Westminster
6954,Catharine,Brown,Catharine_Brown###KNQ,49,Kelowna
6955,Kelly,Foster,Kelly_Foster###WYM,45,New Westminister
6956,Charles,Wilson,Charles_Wilson###NBV,28,Richmond
6957,Margaret,Vaughn,Margaret_Vaughn###TPB,40,Nanaimo
6958,Gary,Johnson,Gary_Johnson###TDV,41,Vancouver
6959,Stephen,Elliot,Stephen_Elliot###XEO,26,Victoria
6960,Allen,Funkhouser,Allen_Funkhouser###MRQ,53,South Slocan
6961,Betty,Young,Betty_Young###VWY,54,Ashcroft
6962,Cherry,Haupt,Cherry_Haupt###UTH,42,Britannia Beach
6963,Fred,Boles,Fred_Boles###DHM,36,Vancouver
6964,Maria,Underwood,Maria_Underwood###IID,46,Cranbrook
6965,Sharon,Farmer,Sharon_Farmer###KNW,52,Burnaby
6966,Eric,Snyder,Eric_Snyder###EQX,49,Atlin
6967,Casie,Trotman,Casie_Trotman###QXP,38,Vancouver
6968,Kevin,Lawler,Kevin_Lawler###KBJ,50,Vancouver
6969,Tomas,Vasquez,Tomas_Vasquez###FQO,41,Vernon
6970,Fanny,Tompkins,Fanny_Tompkins###RPX,37,Vancouver
6971,Bruce,Anderson,Bruce_Anderson###SCY,49,Summerland
6972,Gerald,Dodson,Gerald_Dodson###YNS,48,Coquitlam
6973,Kimberly,Fant,Kimberly_Fant###GQV,33,Prince George
6974,Lisa,Rodriguez,Lisa_Rodriguez###ENV,29,Vancouver
6975,Katharine,Ginder,Katharine_Ginder###YFQ,52,Peachland
6976,Boris,Whitehead,Boris_Whitehead###FYK,47,Richmond
6977,Hilda,Boyter,Hilda_Boyter###AFT,41,Logan Lake
6978,Matthew,White,Matthew_White###DOE,42,Vancouver
6979,Ronald,Carrero,Ronald_Carrero###QBI,23,Surrey
6980,Ashley,Shires,Ashley_Shires###MNP,53,Richmond
6981,Leonard,Fisher,Leonard_Fisher###XSF,62,Nanaimo
6982,Nicole,Ferguson,Nicole_Ferguson###DTE,27,Taylor
6983,Williams,Witzel,Williams_Witzel###NLO,55,Vancouver
